"GFH05524"	"HaLaN_00001"
"GFH32218"	"HaLaN_31404"
"GFH32219"	"HaLaN_31405"
"GFH32220"	"HaLaN_31406"
"GFH32221"	"HaLaN_31407"
"GFH32222"	"HaLaN_31408"
"GFH32223"	"HaLaN_31409"
"GFH32224"	"HaLaN_31410"
"GFH32225"	"HaLaN_31411"
"HaLaN_31413"	"HaLaN_31412"
"GFH32226"	"HaLaN_31413"
"GFH32227"	"HaLaN_31414"
"GFH32228"	"HaLaN_31415"
"HaLaN_t00269"	"HaLaN_t00269"
"GFH32229"	"HaLaN_31416"
"GFH32230"	"HaLaN_31417"
"GFH32231"	"HaLaN_31418"
"GFH32232"	"HaLaN_31419"
"GFH32233"	"HaLaN_31420"
"GFH32234"	"HaLaN_31421"
"GFH32235"	"HaLaN_31422"
"GFH32236"	"HaLaN_31423"
"GFH32237"	"HaLaN_31424"
"GFH32238"	"HaLaN_31425"
"GFH32239"	"HaLaN_31426"
"GFH32240"	"HaLaN_31427"
"HaLaN_31429"	"HaLaN_31428"
"GFH32241"	"HaLaN_31429"
"GFH32242"	"HaLaN_31430"
"GFH32243"	"HaLaN_31431"
"GFH32244"	"HaLaN_31432"
"GFH32245"	"HaLaN_31433"
"HaLaN_31435"	"HaLaN_31434"
"GFH32246"	"HaLaN_31435"
"HaLaN_31437"	"HaLaN_31436"
"GFH32247"	"HaLaN_31437"
"GFH32248"	"HaLaN_31438"
"GFH32249"	"HaLaN_31439"
"GFH32250"	"HaLaN_31440"
"GFH32251"	"HaLaN_31441"
"GFH32252"	"HaLaN_31442"
"GFH32253"	"HaLaN_31443"
"GFH32254"	"HaLaN_31444"
"GFH32255"	"HaLaN_31445"
"GFH32256"	"HaLaN_31446"
"GFH32257"	"HaLaN_31447"
"GFH32258"	"HaLaN_31448"
"GFH32259"	"HaLaN_31449"
"GFH32260"	"HaLaN_31450"
"GFH32261"	"HaLaN_31451"
"GFH32262"	"HaLaN_31452"
"GFH32263"	"HaLaN_31453"
"HaLaN_31455"	"HaLaN_31454"
"GFH32264"	"HaLaN_31455"
"GFH32265"	"HaLaN_31456"
"GFH32266"	"HaLaN_31457"
"HaLaN_31459"	"HaLaN_31458"
"GFH32267"	"HaLaN_31459"
"HaLaN_31461"	"HaLaN_31460"
"GFH32268"	"HaLaN_31461"
"HaLaN_31463"	"HaLaN_31462"
"GFH32269"	"HaLaN_31463"
"GFH32270"	"HaLaN_31464"
"HaLaN_31466"	"HaLaN_31465"
"GFH32271"	"HaLaN_31466"
"GFH32272"	"HaLaN_31467"
"GFH32273"	"HaLaN_31468"
"GFH32274"	"HaLaN_31469"
"GFH32275"	"HaLaN_31470"
"GFH32276"	"HaLaN_31471"
"GFH32277"	"HaLaN_31472"
"GFH32278"	"HaLaN_31473"
"GFH32279"	"HaLaN_31474"
"GFH32280"	"HaLaN_31475"
"HaLaN_31477"	"HaLaN_31476"
"GFH32281"	"HaLaN_31477"
"GFH32282"	"HaLaN_31478"
"GFH32283"	"HaLaN_31479"
"GFH32284"	"HaLaN_31480"
"GFH32285"	"HaLaN_31481"
"GFH32286"	"HaLaN_31482"
"GFH32287"	"HaLaN_31483"
"GFH32288"	"HaLaN_31484"
"GFH32289"	"HaLaN_31485"
"GFH32290"	"HaLaN_31486"
"GFH32291"	"HaLaN_31487"
"HaLaN_31489"	"HaLaN_31488"
"GFH32292"	"HaLaN_31489"
"GFH32293"	"HaLaN_31490"
"GFH32294"	"HaLaN_31491"
"GFH32295"	"HaLaN_31492"
"GFH32296"	"HaLaN_31493"
"GFH32297"	"HaLaN_31494"
"GFH32298"	"HaLaN_31495"
"GFH32299"	"HaLaN_31496"
"GFH32300"	"HaLaN_31497"
"GFH32301"	"HaLaN_31498"
"GFH32302"	"HaLaN_31499"
"GFH32303"	"HaLaN_31500"
"HaLaN_31502"	"HaLaN_31501"
"GFH32304"	"HaLaN_31502"
"GFH32305"	"HaLaN_31503"
"GFH32306"	"HaLaN_31504"
"GFH32307"	"HaLaN_31505"
"GFH32308"	"HaLaN_31506"
"GFH32309"	"HaLaN_31507"
"GFH32310"	"HaLaN_31508"
"GFH32311"	"HaLaN_31509"
"HaLaN_31511"	"HaLaN_31510"
"GFH32312"	"HaLaN_31511"
"GFH32313"	"HaLaN_31512"
"GFH32314"	"HaLaN_31513"
"GFH32315"	"HaLaN_31514"
"HaLaN_31516"	"HaLaN_31515"
"GFH32316"	"HaLaN_31516"
"HaLaN_31518"	"HaLaN_31517"
"GFH32317"	"HaLaN_31518"
"HaLaN_31520"	"HaLaN_31519"
"GFH32318"	"HaLaN_31520"
"GFH32319"	"HaLaN_31521"
"GFH32320"	"HaLaN_31522"
"GFH32321"	"HaLaN_31523"
"GFH32322"	"HaLaN_31524"
"GFH32323"	"HaLaN_31525"
"GFH32324"	"HaLaN_31526"
"GFH32325"	"HaLaN_31527"
"HaLaN_31529"	"HaLaN_31528"
"HaLaN_31530"	"HaLaN_31529"
"GFH32326"	"HaLaN_31530"
"GFH32327"	"HaLaN_31531"
"GFH32328"	"HaLaN_31532"
"HaLaN_31534"	"HaLaN_31533"
"GFH32329"	"HaLaN_31534"
"GFH32330"	"HaLaN_31535"
"GFH32331"	"HaLaN_31536"
"HaLaN_31538"	"HaLaN_31537"
"HaLaN_31539"	"HaLaN_31538"
"GFH32332"	"HaLaN_31539"
"GFH32333"	"HaLaN_31540"
"GFH32334"	"HaLaN_31541"
"GFH32335"	"HaLaN_31542"
"GFH32336"	"HaLaN_31543"
"GFH32337"	"HaLaN_31544"
"GFH32338"	"HaLaN_31545"
"GFH32339"	"HaLaN_31546"
"GFH32340"	"HaLaN_31547"
"GFH32341"	"HaLaN_31548"
"GFH32342"	"HaLaN_31549"
"GFH32343"	"HaLaN_31550"
"GFH32344"	"HaLaN_31551"
"GFH32345"	"HaLaN_31552"
"GFH32346"	"HaLaN_31553"
"GFH32347"	"HaLaN_31554"
"GFH32348"	"HaLaN_31555"
"GFH32349"	"HaLaN_31556"
"GFH32350"	"HaLaN_31557"
"GFH32351"	"HaLaN_31558"
"HaLaN_31560"	"HaLaN_31559"
"GFH32352"	"HaLaN_31560"
"GFH32353"	"HaLaN_31561"
"GFH32354"	"HaLaN_31562"
"GFH32355"	"HaLaN_31563"
"GFH32356"	"HaLaN_31564"
"GFH32357"	"HaLaN_31565"
"GFH32358"	"HaLaN_31566"
"GFH32359"	"HaLaN_31567"
"GFH32360"	"HaLaN_31568"
"GFH32361"	"HaLaN_31569"
"GFH32362"	"HaLaN_31570"
"GFH32363"	"HaLaN_31571"
"GFH32364"	"HaLaN_31572"
"HaLaN_31574"	"HaLaN_31573"
"GFH32365"	"HaLaN_31574"
"HaLaN_31576"	"HaLaN_31575"
"GFH32366"	"HaLaN_31576"
"GFH32367"	"HaLaN_31577"
"GFH32368"	"HaLaN_31578"
"GFH32369"	"HaLaN_31579"
"GFH32370"	"HaLaN_31580"
"GFH32371"	"HaLaN_31581"
"GFH32372"	"HaLaN_31582"
"GFH32373"	"HaLaN_31583"
"GFH32374"	"HaLaN_31584"
"GFH32375"	"HaLaN_31585"
"GFH32376"	"HaLaN_31586"
"GFH32377"	"HaLaN_31587"
"GFH32378"	"HaLaN_31588"
"GFH32379"	"HaLaN_31589"
"GFH32380"	"HaLaN_31590"
"GFH32381"	"HaLaN_31591"
"HaLaN_31593"	"HaLaN_31592"
"GFH32382"	"HaLaN_31593"
"GFH32383"	"HaLaN_31594"
"GFH32384"	"HaLaN_31595"
"GFH32385"	"HaLaN_31596"
"GFH32386"	"HaLaN_31597"
"GFH32387"	"HaLaN_31598"
"GFH32388"	"HaLaN_31599"
"GFH32389"	"HaLaN_31600"
"GFH32390"	"HaLaN_31601"
"GFH32391"	"HaLaN_31602"
"GFH32392"	"HaLaN_31603"
"GFH32393"	"HaLaN_31604"
"GFH32394"	"HaLaN_31605"
"GFH32395"	"HaLaN_31606"
"GFH32396"	"HaLaN_31607"
"GFH32397"	"HaLaN_31608"
"GFH32398"	"HaLaN_31609"
"GFH32399"	"HaLaN_31610"
"GFH32400"	"HaLaN_31611"
"HaLaN_31613"	"HaLaN_31612"
"GFH32401"	"HaLaN_31613"
"HaLaN_t00270"	"HaLaN_t00270"
"GFH32402"	"HaLaN_31614"
"GFH32403"	"HaLaN_31615"
"GFH32404"	"HaLaN_31616"
"GFH32405"	"HaLaN_31617"
"GFH32406"	"HaLaN_31618"
"GFH32407"	"HaLaN_31619"
"GFH32408"	"HaLaN_31620"
"GFH32409"	"HaLaN_31621"
"HaLaN_31623"	"HaLaN_31622"
"GFH32410"	"HaLaN_31623"
"GFH32411"	"HaLaN_31624"
"GFH32412"	"HaLaN_31625"
"GFH32413"	"HaLaN_31626"
"GFH32414"	"HaLaN_31627"
"GFH32415"	"HaLaN_31628"
"GFH32416"	"HaLaN_31629"
"GFH32417"	"HaLaN_31630"
"GFH32418"	"HaLaN_31631"
"GFH32419"	"HaLaN_31632"
"HaLaN_31634"	"HaLaN_31633"
"GFH32420"	"HaLaN_31634"
"GFH32421"	"HaLaN_31635"
"GFH32422"	"HaLaN_31636"
"GFH32423"	"HaLaN_31637"
"GFH32424"	"HaLaN_31638"
"GFH32425"	"HaLaN_31639"
"GFH32426"	"HaLaN_31640"
"GFH32427"	"HaLaN_31641"
"GFH32428"	"HaLaN_31642"
"GFH32429"	"HaLaN_31643"
"GFH32430"	"HaLaN_31644"
"GFH32431"	"HaLaN_31645"
"GFH32432"	"HaLaN_31646"
"GFH32433"	"HaLaN_31647"
"GFH32434"	"HaLaN_31648"
"GFH32435"	"HaLaN_31649"
"GFH32436"	"HaLaN_31650"
"GFH32437"	"HaLaN_31651"
"HaLaN_31653"	"HaLaN_31652"
"GFH32438"	"HaLaN_31653"
"HaLaN_31655"	"HaLaN_31654"
"GFH32439"	"HaLaN_31655"
"HaLaN_31657"	"HaLaN_31656"
"GFH32440"	"HaLaN_31657"
"GFH32441"	"HaLaN_31658"
"GFH32442"	"HaLaN_31659"
"HaLaN_31661"	"HaLaN_31660"
"HaLaN_31662"	"HaLaN_31661"
"GFH32443"	"HaLaN_31662"
"GFH32444"	"HaLaN_31663"
"GFH32445"	"HaLaN_31664"
"HaLaN_31666"	"HaLaN_31665"
"HaLaN_31667"	"HaLaN_31666"
"HaLaN_31668"	"HaLaN_31667"
"GFH32446"	"HaLaN_31668"
"GFH32447"	"HaLaN_31669"
"GFH32448"	"HaLaN_31670"
"GFH32449"	"HaLaN_31671"
"GFH32450"	"HaLaN_31672"
"GFH32451"	"HaLaN_31673"
"GFH32452"	"HaLaN_31674"
"HaLaN_31676"	"HaLaN_31675"
"GFH32453"	"HaLaN_31676"
"GFH32454"	"HaLaN_31677"
"GFH32455"	"HaLaN_31678"
"GFH32456"	"HaLaN_31679"
"HaLaN_31681"	"HaLaN_31680"
"GFH32457"	"HaLaN_31681"
"GFH32458"	"HaLaN_31682"
"GFH32459"	"HaLaN_31683"
"GFH32460"	"HaLaN_31684"
"GFH32461"	"HaLaN_31685"
"GFH32462"	"HaLaN_31686"
"GFH32463"	"HaLaN_31687"
"HaLaN_31689"	"HaLaN_31688"
"GFH32464"	"HaLaN_31689"
"GFH32465"	"HaLaN_31690"
"HaLaN_31692"	"HaLaN_31691"
"HaLaN_31693"	"HaLaN_31692"
"GFH32466"	"HaLaN_31693"
"GFH32467"	"HaLaN_31694"
"GFH32468"	"HaLaN_31695"
"GFH32469"	"HaLaN_31696"
"GFH32470"	"HaLaN_31697"
"GFH32471"	"HaLaN_31698"
"GFH32472"	"HaLaN_31699"
"GFH32473"	"HaLaN_31700"
"GFH32474"	"HaLaN_31701"
"GFH32475"	"HaLaN_31702"
"HaLaN_31704"	"HaLaN_31703"
"GFH32476"	"HaLaN_31704"
"GFH32477"	"HaLaN_31705"
"GFH32478"	"HaLaN_31706"
"GFH32479"	"HaLaN_31707"
"GFH32480"	"HaLaN_31708"
"GFH32481"	"HaLaN_31709"
"GFH32482"	"HaLaN_31710"
"GFH32483"	"HaLaN_31711"
"GFH32484"	"HaLaN_31712"
"GFH32485"	"HaLaN_31713"
"GFH32486"	"HaLaN_31714"
"GFH32487"	"HaLaN_31715"
"GFH32488"	"HaLaN_31716"
"GFH32489"	"HaLaN_31717"
"GFH32490"	"HaLaN_31718"
"GFH32491"	"HaLaN_31719"
"GFH32492"	"HaLaN_31720"
"GFH32493"	"HaLaN_31721"
"GFH32494"	"HaLaN_31722"
"GFH32495"	"HaLaN_31723"
"GFH32496"	"HaLaN_31724"
"GFH32497"	"HaLaN_31725"
"GFH32498"	"HaLaN_31726"
"GFH32499"	"HaLaN_31727"
"GFH32500"	"HaLaN_31728"
"HaLaN_31730"	"HaLaN_31729"
"HaLaN_31731"	"HaLaN_31730"
"HaLaN_31732"	"HaLaN_31731"
"GFH32501"	"HaLaN_31732"
"GFH32502"	"HaLaN_31733"
"HaLaN_31735"	"HaLaN_31734"
"GFH32503"	"HaLaN_31735"
"GFH32504"	"HaLaN_31736"
"GFH32505"	"HaLaN_31737"
"GFH32506"	"HaLaN_31738"
"GFH32507"	"HaLaN_31739"
"GFH32508"	"HaLaN_31740"
"GFH32509"	"HaLaN_31741"
"GFH32510"	"HaLaN_31742"
"GFH32511"	"HaLaN_31743"
"HaLaN_31745"	"HaLaN_31744"
"GFH32512"	"HaLaN_31745"
"GFH32513"	"HaLaN_31746"
"GFH32514"	"HaLaN_31747"
"HaLaN_31749"	"HaLaN_31748"
"GFH32515"	"HaLaN_31749"
"GFH32516"	"HaLaN_31750"
"GFH32517"	"HaLaN_31751"
"GFH32518"	"HaLaN_31752"
"GFH32519"	"HaLaN_31753"
"GFH32520"	"HaLaN_31754"
"GFH32521"	"HaLaN_31755"
"GFH32522"	"HaLaN_31756"
"GFH32523"	"HaLaN_31757"
"GFH32524"	"HaLaN_31758"
"GFH32525"	"HaLaN_31759"
"GFH32526"	"HaLaN_31760"
"GFH32527"	"HaLaN_31761"
"GFH32528"	"HaLaN_31762"
"GFH32529"	"HaLaN_31763"
"HaLaN_31765"	"HaLaN_31764"
"HaLaN_31766"	"HaLaN_31765"
"GFH32530"	"HaLaN_31766"
"GFH32531"	"HaLaN_31767"
"GFH32532"	"HaLaN_31768"
"GFH32533"	"HaLaN_31769"
"HaLaN_31771"	"HaLaN_31770"
"GFH32534"	"HaLaN_31771"
"GFH32535"	"HaLaN_31772"
"GFH32536"	"HaLaN_31773"
"GFH32537"	"HaLaN_31774"
"GFH32538"	"HaLaN_31775"
"GFH32539"	"HaLaN_31776"
"GFH32540"	"HaLaN_31777"
"HaLaN_31779"	"HaLaN_31778"
"GFH32541"	"HaLaN_31779"
"GFH32542"	"HaLaN_31780"
"GFH32543"	"HaLaN_31781"
"GFH32544"	"HaLaN_31782"
"GFH32545"	"HaLaN_31783"
"GFH32546"	"HaLaN_31784"
"GFH32547"	"HaLaN_31785"
"GFH32548"	"HaLaN_31786"
"GFH32549"	"HaLaN_31787"
"GFH32550"	"HaLaN_31788"
"GFH32551"	"HaLaN_31789"
"GFH32552"	"HaLaN_31790"
"HaLaN_31792"	"HaLaN_31791"
"GFH32553"	"HaLaN_31792"
"GFH32554"	"HaLaN_31793"
"GFH32555"	"HaLaN_31794"
"GFH32556"	"HaLaN_31795"
"GFH32557"	"HaLaN_31796"
"HaLaN_31798"	"HaLaN_31797"
"GFH32558"	"HaLaN_31798"
"GFH32559"	"HaLaN_31799"
"GFH32560"	"HaLaN_31800"
"GFH32561"	"HaLaN_31801"
"GFH32562"	"HaLaN_31802"
"GFH32563"	"HaLaN_31804"
"HaLaN_31805"	"HaLaN_31803"
"GFH32564"	"HaLaN_31805"
"GFH32565"	"HaLaN_31806"
"GFH32566"	"HaLaN_31807"
"GFH32567"	"HaLaN_31808"
"GFH32568"	"HaLaN_31809"
"GFH32569"	"HaLaN_31810"
"GFH32570"	"HaLaN_31811"
"GFH32571"	"HaLaN_31812"
"GFH32572"	"HaLaN_31813"
"GFH32573"	"HaLaN_31814"
"GFH32574"	"HaLaN_31815"
"GFH32575"	"HaLaN_31816"
"GFH32576"	"HaLaN_31817"
"GFH32577"	"HaLaN_31818"
"GFH32578"	"HaLaN_31819"
"GFH32579"	"HaLaN_31820"
"GFH32580"	"HaLaN_31821"
"HaLaN_31823"	"HaLaN_31822"
"HaLaN_31824"	"HaLaN_31823"
"GFH32581"	"HaLaN_31824"
"HaLaN_31826"	"HaLaN_31825"
"GFH32582"	"HaLaN_31826"
"GFH32583"	"HaLaN_31827"
"HaLaN_31829"	"HaLaN_31828"
"GFH32584"	"HaLaN_31829"
"GFH32585"	"HaLaN_31830"
"GFH32586"	"HaLaN_31831"
"GFH32587"	"HaLaN_31832"
"GFH32588"	"HaLaN_31833"
"GFH32589"	"HaLaN_31834"
"GFH32590"	"HaLaN_31835"
"GFH32591"	"HaLaN_31836"
"GFH32592"	"HaLaN_31837"
"GFH32593"	"HaLaN_31838"
"GFH32594"	"HaLaN_31839"
"GFH32595"	"HaLaN_31840"
"GFH32596"	"HaLaN_31841"
"GFH32597"	"HaLaN_31842"
"GFH32598"	"HaLaN_31843"
"GFH32599"	"HaLaN_31844"
"GFH32600"	"HaLaN_31845"
"GFH32601"	"HaLaN_31846"
"GFH32602"	"HaLaN_31847"
"GFH32603"	"HaLaN_31848"
"GFH32604"	"HaLaN_31849"
"GFH32605"	"HaLaN_31850"
"GFH32606"	"HaLaN_31851"
"GFH32607"	"HaLaN_31852"
"GFH32608"	"HaLaN_31853"
"GFH32609"	"HaLaN_31854"
"GFH32610"	"HaLaN_31855"
"GFH32611"	"HaLaN_31856"
"GFH32612"	"HaLaN_31857"
"GFH32613"	"HaLaN_31858"
"GFH32614"	"HaLaN_31859"
"HaLaN_31861"	"HaLaN_31860"
"HaLaN_31862"	"HaLaN_31861"
"GFH32615"	"HaLaN_31862"
"GFH32616"	"HaLaN_31863"
"GFH32617"	"HaLaN_31864"
"GFH32618"	"HaLaN_31865"
"GFH32619"	"HaLaN_31866"
"GFH32620"	"HaLaN_31867"
"GFH32621"	"HaLaN_31868"
"GFH32622"	"HaLaN_31869"
"GFH32623"	"HaLaN_31870"
"GFH32624"	"HaLaN_31871"
"GFH32625"	"HaLaN_31872"
"GFH32626"	"HaLaN_31873"
"GFH32627"	"HaLaN_31874"
"GFH32628"	"HaLaN_31875"
"HaLaN_31877"	"HaLaN_31876"
"GFH32629"	"HaLaN_31877"
"GFH32630"	"HaLaN_31878"
"GFH32631"	"HaLaN_31879"
"GFH32632"	"HaLaN_31880"
"GFH32633"	"HaLaN_31881"
"GFH32634"	"HaLaN_31882"
"GFH32635"	"HaLaN_31883"
"GFH32636"	"HaLaN_31884"
"GFH32637"	"HaLaN_31885"
"HaLaN_31887"	"HaLaN_31886"
"GFH32638"	"HaLaN_31887"
"GFH32639"	"HaLaN_31888"
"HaLaN_31890"	"HaLaN_31889"
"HaLaN_31891"	"HaLaN_31890"
"GFH32640"	"HaLaN_31891"
"GFH32641"	"HaLaN_31892"
"GFH32642"	"HaLaN_31893"
"GFH32643"	"HaLaN_31894"
"GFH32644"	"HaLaN_31895"
"GFH32645"	"HaLaN_31896"
"GFH32646"	"HaLaN_31897"
"GFH32647"	"HaLaN_31898"
"GFH32648"	"HaLaN_31899"
"HaLaN_31901"	"HaLaN_31900"
"GFH32649"	"HaLaN_31901"
"GFH32650"	"HaLaN_31902"
"GFH32651"	"HaLaN_31903"
"GFH32652"	"HaLaN_31904"
"GFH32653"	"HaLaN_31905"
"GFH32654"	"HaLaN_31906"
"GFH32655"	"HaLaN_31907"
"HaLaN_31909"	"HaLaN_31908"
"HaLaN_31910"	"HaLaN_31909"
"GFH32656"	"HaLaN_31910"
"GFH32657"	"HaLaN_31911"
"GFH32658"	"HaLaN_31912"
"GFH32659"	"HaLaN_31913"
"GFH32660"	"HaLaN_31914"
"GFH32661"	"HaLaN_31915"
"GFH32662"	"HaLaN_31916"
"GFH32663"	"HaLaN_31917"
"GFH32664"	"HaLaN_31918"
"GFH32665"	"HaLaN_31919"
"GFH32666"	"HaLaN_31920"
"GFH32667"	"HaLaN_31921"
"HaLaN_31923"	"HaLaN_31922"
"GFH32668"	"HaLaN_31923"
"GFH32669"	"HaLaN_31924"
"GFH32670"	"HaLaN_31925"
"GFH32671"	"HaLaN_31926"
"HaLaN_31928"	"HaLaN_31927"
"GFH32672"	"HaLaN_31928"
"GFH32673"	"HaLaN_31929"
"GFH32674"	"HaLaN_31930"
"GFH32675"	"HaLaN_31931"
"GFH32676"	"HaLaN_31932"
"GFH32677"	"HaLaN_31933"
"GFH32678"	"HaLaN_31934"
"GFH32679"	"HaLaN_31935"
"HaLaN_31937"	"HaLaN_31936"
"GFH32680"	"HaLaN_31937"
"GFH32681"	"HaLaN_31938"
"GFH32682"	"HaLaN_31940"
"HaLaN_31941"	"HaLaN_31939"
"GFH32683"	"HaLaN_31941"
"GFH32684"	"HaLaN_31942"
"GFH32685"	"HaLaN_31943"
"GFH32686"	"HaLaN_31944"
"GFH32687"	"HaLaN_31945"
"GFH32688"	"HaLaN_31946"
"GFH32689"	"HaLaN_31947"
"GFH32690"	"HaLaN_31948"
"GFH32691"	"HaLaN_31949"
"GFH32692"	"HaLaN_31950"
"GFH32693"	"HaLaN_31951"
"HaLaN_31953"	"HaLaN_31952"
"GFH32694"	"HaLaN_31953"
"GFH32695"	"HaLaN_31954"
"GFH32696"	"HaLaN_31955"
"GFH32697"	"HaLaN_31956"
"HaLaN_31958"	"HaLaN_31957"
"GFH32698"	"HaLaN_31958"
"GFH32699"	"HaLaN_31959"
"HaLaN_31961"	"HaLaN_31960"
"HaLaN_31962"	"HaLaN_31961"
"GFH32700"	"HaLaN_31962"
"GFH32701"	"HaLaN_31963"
"GFH32702"	"HaLaN_31964"
"HaLaN_31966"	"HaLaN_31965"
"GFH32703"	"HaLaN_31966"
"GFH32704"	"HaLaN_31967"
"HaLaN_31969"	"HaLaN_31968"
"GFH32705"	"HaLaN_31969"
"GFH32706"	"HaLaN_31970"
"GFH32707"	"HaLaN_31971"
"GFH32708"	"HaLaN_31972"
"GFH32709"	"HaLaN_31973"
"HaLaN_31975"	"HaLaN_31974"
"GFH32710"	"HaLaN_31975"
"GFH32711"	"HaLaN_31976"
"GFH32712"	"HaLaN_31977"
"GFH32713"	"HaLaN_31978"
"GFH32714"	"HaLaN_31979"
"GFH32715"	"HaLaN_31980"
"GFH32716"	"HaLaN_31981"
"GFH32717"	"HaLaN_31982"
"GFH32718"	"HaLaN_31983"
"GFH32719"	"HaLaN_31984"
"GFH32720"	"HaLaN_31985"
"HaLaN_31987"	"HaLaN_31986"
"GFH32721"	"HaLaN_31987"
"GFH32722"	"HaLaN_31988"
"GFH32723"	"HaLaN_31989"
"GFH32724"	"HaLaN_31990"
"GFH32725"	"HaLaN_31991"
"GFH32726"	"HaLaN_31992"
"GFH32727"	"HaLaN_31993"
"GFH32728"	"HaLaN_31994"
"GFH32729"	"HaLaN_31995"
"HaLaN_31997"	"HaLaN_31996"
"HaLaN_31998"	"HaLaN_31997"
"GFH32730"	"HaLaN_31998"
"GFH32731"	"HaLaN_31999"
"GFH32732"	"HaLaN_32000"
"GFH32733"	"HaLaN_32001"
"GFH32734"	"HaLaN_32002"
"GFH32735"	"HaLaN_32003"
"GFH32736"	"HaLaN_32004"
"GFH32737"	"HaLaN_32005"
"HaLaN_32007"	"HaLaN_32006"
"GFH32738"	"HaLaN_32007"
"GFH32739"	"HaLaN_32008"
"GFH32740"	"HaLaN_32009"
"GFH32741"	"HaLaN_32010"
"GFH32742"	"HaLaN_32011"
"GFH32743"	"HaLaN_32012"
"GFH32744"	"HaLaN_32013"
"GFH32745"	"HaLaN_32014"
"GFH32746"	"HaLaN_32015"
"HaLaN_32017"	"HaLaN_32016"
"GFH32747"	"HaLaN_32017"
"HaLaN_32019"	"HaLaN_32018"
"GFH32748"	"HaLaN_32019"
"GFH32749"	"HaLaN_32020"
"HaLaN_t00271"	"HaLaN_t00271"
"GFH32750"	"HaLaN_32021"
"HaLaN_32023"	"HaLaN_32022"
"GFH32751"	"HaLaN_32023"
"GFH32752"	"HaLaN_32024"
"HaLaN_32026"	"HaLaN_32025"
"GFH32753"	"HaLaN_32026"
"GFH32754"	"HaLaN_32027"
"GFH32755"	"HaLaN_32028"
"GFH32756"	"HaLaN_32029"
"HaLaN_32031"	"HaLaN_32030"
"GFH32757"	"HaLaN_32031"
"GFH32758"	"HaLaN_32032"
"GFH32759"	"HaLaN_32033"
"GFH32760"	"HaLaN_32034"
"GFH32761"	"HaLaN_32035"
"GFH32762"	"HaLaN_32036"
"GFH32763"	"HaLaN_32037"
"GFH32764"	"HaLaN_32038"
"GFH32765"	"HaLaN_32039"
"HaLaN_32041"	"HaLaN_32040"
"GFH32766"	"HaLaN_32041"
"HaLaN_32043"	"HaLaN_32042"
"GFH32767"	"HaLaN_32043"
"GFH32768"	"HaLaN_32045"
"HaLaN_32046"	"HaLaN_32044"
"GFH32769"	"HaLaN_32046"
"GFH32770"	"HaLaN_32047"
"GFH32771"	"HaLaN_32048"
"GFH32772"	"HaLaN_32049"
"GFH32773"	"HaLaN_32050"
"HaLaN_32052"	"HaLaN_32051"
"GFH32774"	"HaLaN_32052"
"GFH32775"	"HaLaN_32053"
"HaLaN_32055"	"HaLaN_32054"
"HaLaN_32056"	"HaLaN_32055"
"GFH32776"	"HaLaN_32056"
"GFH32777"	"HaLaN_32057"
"GFH32778"	"HaLaN_32058"
"GFH32779"	"HaLaN_32059"
"GFH32780"	"HaLaN_32060"
"GFH32781"	"HaLaN_32061"
"GFH32782"	"HaLaN_32062"
"GFH32783"	"HaLaN_32063"
"GFH32784"	"HaLaN_32064"
"GFH32785"	"HaLaN_32065"
"GFH32786"	"HaLaN_32066"
"GFH32787"	"HaLaN_32067"
"HaLaN_32069"	"HaLaN_32068"
"GFH32788"	"HaLaN_32069"
"GFH32789"	"HaLaN_32070"
"GFH32790"	"HaLaN_32071"
"GFH32791"	"HaLaN_32072"
"GFH32792"	"HaLaN_32073"
"GFH32793"	"HaLaN_32074"
"GFH32794"	"HaLaN_32075"
"GFH32795"	"HaLaN_32076"
"GFH32796"	"HaLaN_32077"
"GFH32797"	"HaLaN_32078"
"GFH32798"	"HaLaN_32079"
"GFH32799"	"HaLaN_32080"
"GFH32800"	"HaLaN_32081"
"GFH32801"	"HaLaN_32082"
"GFH32802"	"HaLaN_32083"
"GFH32803"	"HaLaN_32084"
"GFH32804"	"HaLaN_32085"
"GFH32805"	"HaLaN_32086"
"GFH32806"	"HaLaN_32087"
"GFH32807"	"HaLaN_32088"
"GFH32808"	"HaLaN_32089"
"GFH32809"	"HaLaN_32090"
"GFH32810"	"HaLaN_32091"
"GFH32811"	"HaLaN_32092"
"GFH32812"	"HaLaN_32093"
"HaLaN_32095"	"HaLaN_32094"
"HaLaN_32096"	"HaLaN_32095"
"GFH32813"	"HaLaN_32096"
"GFH32814"	"HaLaN_32097"
"GFH32815"	"HaLaN_32098"
"GFH32816"	"HaLaN_32099"
"GFH32817"	"HaLaN_32100"
"GFH32818"	"HaLaN_32101"
"GFH32819"	"HaLaN_32102"
"GFH32820"	"HaLaN_32103"
"GFH32821"	"HaLaN_32104"
"GFH32822"	"HaLaN_32105"
"HaLaN_32107"	"HaLaN_32106"
"HaLaN_32108"	"HaLaN_32107"
"GFH32823"	"HaLaN_32108"
"HaLaN_32110"	"HaLaN_32109"
"GFH32824"	"HaLaN_32110"
"HaLaN_32112"	"HaLaN_32111"
"GFH32825"	"HaLaN_32112"
"GFH32826"	"HaLaN_32113"
"GFH32827"	"HaLaN_32114"
"GFH32828"	"HaLaN_32115"
"GFH32829"	"HaLaN_32116"
"GFH32830"	"HaLaN_32117"
"GFH32831"	"HaLaN_32118"
"GFH32832"	"HaLaN_32119"
